title	artist	genre	path	tempo	key
Static	Steve Lacy	Blues/R&B	/Volumes/Seagate/Music/Steve Lacy/Gemini Rights/01 Static.mp3	0.0	
Mercury	Steve Lacy	Blues/R&B	/Volumes/Seagate/Music/Steve Lacy/Gemini Rights/03 Mercury.mp3	0.0	
Bad Habit	Steve Lacy	Blues/R&B	/Volumes/Seagate/Music/Steve Lacy/Gemini Rights/05 Bad Habit.mp3	0.0	
Dark Red	Steve Lacy	Blues/R&B	/Volumes/Seagate/Music/Steve Lacy/Steve Lacy's Demo/03 Dark Red.mp3	0.0	
Some	Steve Lacy	Blues/R&B	/Volumes/Seagate/Music/Steve Lacy/Steve Lacy's Demo/06 Some.mp3	0.0	
Sir Duke	Stevie Wonder	Soul	/Volumes/Seagate/Music/Stevie Wonder/Songs in the Key of Life/05 Sir Duke.mp3	0.0	
Superstition	Stevie Wonder	Soul	/Volumes/Seagate/Music/Stevie Wonder/Talking Book/06 Superstition.mp3	0.0	
Desert Rose (feat. Cheb Mami)	Sting	Alternative	/Volumes/Seagate/Music/Sting/Brand New Day/02 Desert Rose (feat. Cheb Mami).mp3	0.0	
Englishman In New York	Sting	Alternative	/Volumes/Seagate/Music/Sting/_..Nothing Like the Sun/03 Englishman In New York.mp3	0.0	
Alors on danse	Stromae	Electronic	/Volumes/Seagate/Music/Stromae/Cheese/05 Alors on danse.mp3	0.0	
Cradles	Sub Urban	Dance	/Volumes/Seagate/Music/Sub Urban/Cradles/01 Cradles.mp3	0.0	
Badfish	Sublime	Alternative	/Volumes/Seagate/Music/Sublime/Jah Won't Pay the Bills/02 Badfish.mp3	0.0	
Date Rape	Sublime	Alternative	/Volumes/Seagate/Music/Sublime/Jah Won't Pay the Bills/09 Date Rape.mp3	0.0	
What I Got	Sublime	Alternative	/Volumes/Seagate/Music/Sublime/Sublime/02 What I Got.mp3	0.0	
Santeria	Sublime	Alternative	/Volumes/Seagate/Music/Sublime/Sublime/06 Santeria.mp3	0.0	
Doin' Time	Sublime	Alternative	/Volumes/Seagate/Music/Sublime/Sublime/17 Doin' Time.mp3	0.0	
Fast	Sueco the Child	Hip Hop/Rap	/Volumes/Seagate/Music/Sueco the Child/Fast/01 Fast.mp3	0.0	
Primadona	Sueco the Child	Hip Hop/Rap	/Volumes/Seagate/Music/Sueco the Child/Primadona/01 Primadona.mp3	0.0	
Girls Need Love (Remix) (feat.Drake)	Summer Walker	Hip Hop/Rap	/Volumes/Seagate/Music/Summer Walker/Girls Need Love (Remix)/01 Girls Need Love (Remix) (feat.Drake).mp3	0.0	
Fairy Fountain	Super Guitar Bros.	Soundtrack	/Volumes/Seagate/Music/Super Guitar Bros_/Ocarina of Time/07 Fairy Fountain.mp3	0.0	
Breakfast In America	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Breakfast in America/04 Breakfast In America.mp3	0.0	
School	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/01 School.mp3	0.0	
The Logical Song	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/03 The Logical Song.mp3	0.0	
Breakfast In America	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/05 Breakfast In America.mp3	0.0	
Hide In Your Shell	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/07 Hide In Your Shell.mp3	0.0	
Take The Long Way Home	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/13 Take The Long Way Home.mp3	0.0	
Fool's Overture	Supertramp	Rock	/Volumes/Seagate/Music/Supertramp/Paris/14 Fool's Overture.mp3	0.0	
24 / 7 / 365	Surfaces	Blues/R&B	/Volumes/Seagate/Music/Surfaces/Surf/03 24 _ 7 _ 365.mp3	0.0	
Sunday Best	Surfaces	Soul	/Volumes/Seagate/Music/Surfaces/Where the Light Is/07 Sunday Best.mp3	0.0	
Don't You Worry Child (feat. John Martin)	Swedish House Mafia	Electronic	/Volumes/Seagate/Music/Swedish House Mafia/Until Now/07 Don't You Worry Child (feat. John Martin).mp3	0.0	
Nobody Else	Swif7	Electronic	/Volumes/Seagate/Music/Swif7/Nobody Else/01 Nobody Else.mp3	0.0	
Ocean Roads	Swif7	Electronic	/Volumes/Seagate/Music/Swif7/Nobody Else/02 Ocean Roads.mp3	0.0	
No Games	Swif7	Electronic	/Volumes/Seagate/Music/Swif7/Nobody Else/03 No Games.mp3	0.0	
Your Gain	Swif7	Electronic	/Volumes/Seagate/Music/Swif7/Nobody Else/04 Your Gain.mp3	0.0	
#doyalike	Sxllie	Dance	/Volumes/Seagate/Music/Sxllie/#doyalike/01 #doyalike.mp3	0.0	
#BrooklynBloodPop!	Syko	Pop	/Volumes/Seagate/Music/Syko/#BrooklynBloodPop!/01 #BrooklynBloodPop!.mp3	0.0	
Player	T-Wayne	Hip Hop/Rap	/Volumes/Seagate/Music/T-Wayne/Player/01 Player.mp3	0.0	
Live Your Life (feat. Rihanna)	T.I.	Hip Hop/Rap	/Volumes/Seagate/Music/T.I_/Paper Trail/05 Live Your Life (feat. Rihanna).mp3	0.0	
No Scrubs	TLC	Blues/R&B	/Volumes/Seagate/Music/TLC/20/10 No Scrubs.mp3	0.0	
Walk Man	TMG	Hip Hop/Rap	/Volumes/Seagate/Music/TMG/Walk Man/01 Walk Man.mp3	0.0	
Blue Hair	TV Girl	Easy Listening	/Volumes/Seagate/Music/TV Girl/Death of a Party Girl/03 Blue Hair.mp3	0.0	
Birds Dont Sing	TV Girl	Easy Listening	/Volumes/Seagate/Music/TV Girl/French Exit/02 Birds Dont Sing.mp3	0.0	
Lovers Rock	TV Girl	Easy Listening	/Volumes/Seagate/Music/TV Girl/French Exit/09 Lovers Rock.mp3	0.0	
Not Allowed	TV Girl	Alternative	/Volumes/Seagate/Music/TV Girl/Who Really Cares/05 Not Allowed.mp3	0.0	
Dynamite	Taio Cruz	Pop	/Volumes/Seagate/Music/Taio Cruz/Rokstarr/01 Dynamite.mp3	0.0	
Break Your Heart (feat. Ludacris)	Taio Cruz	Pop	/Volumes/Seagate/Music/Taio Cruz/Rokstarr/02 Break Your Heart (feat. Ludacris).mp3	0.0	
Wolfman	Tambourines	Holiday	/Volumes/Seagate/Music/Tambourines/Tamboween/13 Wolfman.mp3	0.0	
Let It Happen	Tame Impala	Alternative	/Volumes/Seagate/Music/Tame Impala/Currents/01 Let It Happen.mp3	0.0	
The Less I Know the Better	Tame Impala	Alternative	/Volumes/Seagate/Music/Tame Impala/Currents/07 The Less I Know the Better.mp3	0.0	
New Person, Same Old Mistakes	Tame Impala	Alternative	/Volumes/Seagate/Music/Tame Impala/Currents/13 New Person, Same Old Mistakes.mp3	0.0	
Borderline	Tame Impala	Alternative	/Volumes/Seagate/Music/Tame Impala/The Slow Rush/03 Borderline.mp3	0.0	
Breathe Deeper	Tame Impala	Alternative	/Volumes/Seagate/Music/Tame Impala/The Slow Rush/05 Breathe Deeper.mp3	0.0	
Enchanted	Taylor Swift	Country	/Volumes/Seagate/Music/Taylor Swift/Speak Now/09 Enchanted.mp3	0.0	
Our Song	Taylor Swift	Country	/Volumes/Seagate/Music/Taylor Swift/Taylor Swift/11 Our Song.mp3	0.0	
Praise (feat. Gunna)	Tchami	House	/Volumes/Seagate/Music/Tchami/Year Zero/05 Praise (feat. Gunna).mp3	0.0	
Everybody Wants To Rule The World	Tears For Fears	Pop	/Volumes/Seagate/Music/Tears For Fears/Songs from the Big Chair/03 Everybody Wants To Rule The World.mp3	0.0	
Head Over Heels	Tears For Fears	Pop	/Volumes/Seagate/Music/Tears For Fears/Songs from the Big Chair/07 Head Over Heels.mp3	0.0	
House Of The Rising Sun	The Animals	Folk	/Volumes/Seagate/Music/The Animals/The Animals/09 House Of The Rising Sun.mp3	0.0	
Drip on Boat (feat. Swaghollywood)	The Backpack Kid	Hip Hop/Rap	/Volumes/Seagate/Music/The Backpack Kid/Drip on Boat/01 Drip on Boat (feat. Swaghollywood).mp3	0.0	
Surfin' Safari	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-01 Surfin' Safari.mp3	0.0	
Surfin' USA	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-02 Surfin' USA.mp3	0.0	
Surfer Girl	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-03 Surfer Girl.mp3	0.0	
Little Deuce Coupe	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-04 Little Deuce Coupe.mp3	0.0	
Be True To Your School	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-05 Be True To Your School.mp3	0.0	
Fun Fun Fun	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-06 Fun Fun Fun.mp3	0.0	
I Get Around	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-07 I Get Around.mp3	0.0	
Dance, Dance, Dance	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-09 Dance, Dance, Dance.mp3	0.0	
Do You Wanna Dance?	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-10 Do You Wanna Dance_.mp3	0.0	
Help Me Rhonda	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-11 Help Me Rhonda.mp3	0.0	
California Girls	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-12 California Girls.mp3	0.0	
Barbara Ann	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-13 Barbara Ann.mp3	0.0	
Sloop John B	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-14 Sloop John B.mp3	0.0	
Wouldn't It Be Nice	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-15 Wouldn't It Be Nice.mp3	0.0	
Good Vibrations	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-16 Good Vibrations.mp3	0.0	
409	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-17 409.mp3	0.0	
God Only Knows	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-18 God Only Knows.mp3	0.0	
Catch a Wave	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-19 Catch a Wave.mp3	0.0	
Kokomo	The Beach Boys	Rock	/Volumes/Seagate/Music/The Beach Boys/The Greatest Hits_ 20 Good Vibrations/1-20 Kokomo.mp3	0.0	
The Bomb! (These Sounds Fall Into My Mind)	The Bucketheads	House	/Volumes/Seagate/Music/The Bucketheads/The Bomb! (These Sounds Fall Into My Mind)/01 The Bomb! (These Sounds Fall Into My Mind).mp3	0.0	
Lovefool	The Cardigans	Pop	/Volumes/Seagate/Music/The Cardigans/First Band on the Moon/07 Lovefool.mp3	0.0	
Mr. Sandman	The Chordettes	Pop	/Volumes/Seagate/Music/The Chordettes/The Chordettes' Best/02 Mr. Sandman.mp3	0.0	
Rock the Casbah	The Clash	Pop	/Volumes/Seagate/Music/The Clash/Combat Rock/04 Rock the Casbah.mp3	0.0	
Money	The Drums	Alternative	/Volumes/Seagate/Music/The Drums/Portamento/04 Money.mp3	0.0	
Build Me Up Buttercup	The Foundations	Soul	/Volumes/Seagate/Music/The Foundations/Baby Now That I've Found You/16 Build Me Up Buttercup.mp3	0.0	
Baby My Love	The In Crowd, Jah Stitch	Hip Hop/Rap	/Volumes/Seagate/Music/The In Crowd/His Majesty Is Coming/17 Baby My Love.mp3	0.0	
I Want You Back	The Jackson 5	Pop	/Volumes/Seagate/Music/The Jackson 5/Diana Ross Presents The Jackson 5/03 I Want You Back.mp3	0.0	
Addison Rae	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/Addison Rae/01 Addison Rae.mp3	0.0	
Can’t Believe It (feat. TheHxliday & Tuxx)	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/Can_t Believe It/01 Can_t Believe It (feat. TheHxliday & Tuxx).mp3	0.0	
Diva (feat. Lil Tecca)	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/Diva/01 Diva (feat. Lil Tecca).mp3	0.0	
WRONG (feat. Lil Mosey)	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/F_CK LOVE/03 WRONG (feat. Lil Mosey).mp3	0.0	
GO	The Kid LAROI, Juice WRLD	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/F_CK LOVE/07 GO.mp3	0.0	
TELL ME WHY	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/F_CK LOVE/08 TELL ME WHY.mp3	0.0	
Same Energy	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/F_CK LOVE 3+_ OVER YOU/04 Same Energy.mp3	0.0	
Let Her Go	The Kid LAROI	Hip Hop/Rap	/Volumes/Seagate/Music/The Kid LAROI/Let Her Go/01 Let Her Go.mp3	0.0	
There She Goes	The La's	Pop	/Volumes/Seagate/Music/The La's/The La's/05 There She Goes.mp3	0.0	
Sweater Weather	The Neighbourhood	Alternative	/Volumes/Seagate/Music/The Neighbourhood/I Love You/04 Sweater Weather.mp3	0.0	
Softcore	The Neighbourhood	Alternative	/Volumes/Seagate/Music/The Neighbourhood/The Neighbourhood/05 Softcore.mp3	0.0	
Mo Money Mo Problems (feat. Mase, Puff Daddy, and Kelly Price)	The Notorious B.I.G.	Hip Hop/Rap	/Volumes/Seagate/Music/The Notorious B.I.G_/Life After Death/10 Mo Money Mo Problems (feat. Mase, Puff Daddy, and Kelly Price).mp3	0.0	
Every Breath You Take	The Police	Alternative	/Volumes/Seagate/Music/The Police/Synchronicity/07 Every Breath You Take.mp3	0.0	
Paint It, Black	The Rolling Stones	Rock	/Volumes/Seagate/Music/The Rolling Stones/Aftermath/01 Paint It, Black.mp3	0.0	
Be My Baby	The Ronettes	Pop	/Volumes/Seagate/Music/The Ronettes/Be My Baby _ Tedesco and Pitman/01 Be My Baby.mp3	0.0	
Cats on Mars	Yoko Kanno	Soundtrack	/Volumes/Seagate/Music/The Seatbelts/Cowboy Bebop Vitaminless/04 Cats on Mars.mp3	0.0	
Lola's Theme (Radio Edit)	The Shapeshifters	House	/Volumes/Seagate/Music/The Shapeshifters/Lola's Theme (Radio Edit)/01 Lola's Theme (Radio Edit).mp3	0.0	
1979	The Smashing Pumpkins	Alternative	/Volumes/Seagate/Music/The Smashing Pumpkins/Mellon Collie and the Infinite Sadness/19 1979.mp3	0.0	
Today	The Smashing Pumpkins	Alternative	/Volumes/Seagate/Music/The Smashing Pumpkins/Siamese Dream/03 Today.mp3	0.0	
Heaven Knows I'm Miserable Now	The Smiths	Pop	/Volumes/Seagate/Music/The Smiths/The Smiths/09 Heaven Knows I'm Miserable Now.mp3	0.0	
My Girl	The Temptations	Soul	/Volumes/Seagate/Music/The Temptations/The Temptations Sing Smokey/03 My Girl.mp3	0.0	
Glad You Came	The Wanted	Pop	/Volumes/Seagate/Music/The Wanted/Battleground/01 Glad You Came.mp3	0.0	
Often	The Weeknd	Pop	/Volumes/Seagate/Music/The Weeknd/Beauty Behind the Madness/04 Often.mp3	0.0	
The Hills	The Weeknd	Pop	/Volumes/Seagate/Music/The Weeknd/Beauty Behind the Madness/05 The Hills.mp3	0.0	
Blinding Lights	The Weeknd	Soul	/Volumes/Seagate/Music/The Weeknd/Blinding Lights/01 Blinding Lights.mp3	0.0	
Is There Someone Else?	The Weeknd	Pop	/Volumes/Seagate/Music/The Weeknd/Dawn FM/10 Is There Someone Else_.mp3	0.0	
Die For You	The Weeknd	Pop	/Volumes/Seagate/Music/The Weeknd/Starboy/17 Die For You.mp3	0.0	
I Feel It Coming	The Weeknd	Pop	/Volumes/Seagate/Music/The Weeknd/Starboy/18 I Feel It Coming.mp3	0.0	
Popular	The Weeknd, Playboi Carti, Madonna	Pop	/Volumes/Seagate/Music/The Weeknd/The Idol, Vol. 1/05 Popular.mp3	0.0	
Popular (Extended Carti Verse)	Playboi Carti	Pop	/Volumes/Seagate/Music/The Weeknd/The Idol, Vol. 1/Popular (Extended Carti Verse).mp3	0.0	
GOAT	Thekidszn	Hip Hop/Rap	/Volumes/Seagate/Music/Thekidszn/GOAT/01 GOAT.mp3	0.0	
Dawn Chorus	Thom Yorke	Trance	/Volumes/Seagate/Music/Thom Yorke/Anima/04 Dawn Chorus.mp3	0.0	
Wasted (feat. Matthew Koma)	Tiësto	Dance	/Volumes/Seagate/Music/Tiësto/A Town Called Paradise/08 Wasted (feat. Matthew Koma).mp3	0.0	
Jackie Chan (feat. Preme & Post Malone)	Tiësto & Dzeko	Pop	/Volumes/Seagate/Music/Tiësto & Dzeko/Jackie Chan/Jackie Chan (feat. Preme & Post Malone).mp3	0.0	
I Will Be Here (Wolfgang Gartner Radio Edit)	Tiësto & Sneaky Sound System	Dance	/Volumes/Seagate/Music/Tiësto & Sneaky Sound System/I Will Be Here (Wolfgang Gartner Radio Edit)/01 I Will Be Here (Wolfgang Gartner Radio Edit).mp3	0.0	
Stille Nacht	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/01 Stille Nacht.mp3	0.0	
Winter Wonderland	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/02 Winter Wonderland.mp3	0.0	
Have Yourself a Merry Little Christmas	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/03 Have Yourself a Merry Little Christmas.mp3	0.0	
Frosty the Snow Man	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/04 Frosty the Snow Man.mp3	0.0	
White Christmas - Rudolph's Tumble	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/05 White Christmas - Rudolph's Tumble.mp3	0.0	
Jingle Bells	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/06 Jingle Bells.mp3	0.0	
Tu scendi dalle stelle	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/07 Tu scendi dalle stelle.mp3	0.0	
Rudolph, the Red-Nosed Reindeer	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/08 Rudolph, the Red-Nosed Reindeer.mp3	0.0	
We Wish You a Merry Christmas	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/09 We Wish You a Merry Christmas.mp3	0.0	
Santa Claus Is Coming to Town	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/10 Santa Claus Is Coming to Town.mp3	0.0	
Let It Snow! Let It Snow! Let It Snow!	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/11 Let It Snow! Let It Snow! Let It Snow!.mp3	0.0	
Oh Tannenbaum (A Modal-Dixie Christmas)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/12 Oh Tannenbaum (A Modal-Dixie Christmas).mp3	0.0	
New Christmas	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/13 New Christmas.mp3	0.0	
Christmas Medley	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/14 Christmas Medley.mp3	0.0	
Oh Tannenbaum (Reprise in Dixie Style)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/A New Christmas in Dixie Style/15 Oh Tannenbaum (Reprise in Dixie Style).mp3	0.0	
Singin' by the Christmas Tree (feat. Greta Marcolongo)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/01 Singin' by the Christmas Tree (feat. Greta Marcolongo).mp3	0.0	
White Christmas	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/02 White Christmas.mp3	0.0	
Santa Claus Is Coming to Town (feat. Greta Marcolongo)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/03 Santa Claus Is Coming to Town (feat. Greta Marcolongo).mp3	0.0	
Winter Wonderland	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/04 Winter Wonderland.mp3	0.0	
Rudolph's Tumble	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/05 Rudolph's Tumble.mp3	0.0	
The Happiest Christmas Tree (feat. Greta Marcolongo)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/06 The Happiest Christmas Tree (feat. Greta Marcolongo).mp3	0.0	
Tu scendi dalle stelle / Sleigh sliding	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/07 Tu scendi dalle stelle _ Sleigh sliding.mp3	0.0	
Snowy Rag	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/08 Snowy Rag.mp3	0.0	
Amazing Grace	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/09 Amazing Grace.mp3	0.0	
The First Noel (feat. Greta Marcolongo)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/10 The First Noel (feat. Greta Marcolongo).mp3	0.0	
Jingle Bells	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/11 Jingle Bells.mp3	0.0	
Rudolph the Red Nosed Reindeer	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/12 Rudolph the Red Nosed Reindeer.mp3	0.0	
25/12 (O tannenbaum) (feat. Greta Marcolongo)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/13 25_12 (O tannenbaum) (feat. Greta Marcolongo).mp3	0.0	
Dixie Christmas	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/14 Dixie Christmas.mp3	0.0	
Frosty the Snowman	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/15 Frosty the Snowman.mp3	0.0	
Stille Nacht (feat. Greta Marcolongo) (Silent night)	Tiger Dixie Band	Holiday	/Volumes/Seagate/Music/Tiger Dixie Band/Roaring Christmas/16 Stille Nacht (feat. Greta Marcolongo) (Silent night).mp3	0.0	
Say Something (feat. Drake)	Timbaland	Hip Hop/Rap	/Volumes/Seagate/Music/Timbaland/Shock Value II/05 Say Something (feat. Drake).mp3	0.0	
2 On (feat. SchoolBoy Q)	Tinashe	Blues/R&B	/Volumes/Seagate/Music/Tinashe/2 On/01 2 On (feat. SchoolBoy Q).mp3	0.0	
Crash The Party	Tino Szn	Hip Hop/Rap	/Volumes/Seagate/Music/Tino Szn/Crash The Party/01 Crash The Party.mp3	0.0	
Fallen Down (Reprise)	Toby Fox	Soundtrack	/Volumes/Seagate/Music/Toby Fox/Undertale/04 Fallen Down (Reprise).mp3	0.0	
Meu Rio	Toco	World	/Volumes/Seagate/Music/Toco/MEMORIA/11 Meu Rio.mp3	0.0	
Sky Aesthetic	Tollan Kim	Trance	/Volumes/Seagate/Music/Tollan Kim/Sky Aesthetic/01 Sky Aesthetic.mp3	0.0	
Loca People	Tom Enzy	Electronic	/Volumes/Seagate/Music/Tom Enzy/Loca People/01 Loca People.mp3	0.0	
Rainfall (Praise You)	Tom Santa	Dance	/Volumes/Seagate/Music/Tom Santa/Rainfall (Praise You)/01 Rainfall (Praise You).mp3	0.0	
Midnight Pretenders	Tomoko Aran	World	/Volumes/Seagate/Music/Tomoko Aran/Fuyukukan/05 Midnight Pretenders.mp3	0.0	
He Wasn't Man Enough	Toni Braxton	Pop	/Volumes/Seagate/Music/Toni Braxton/The Heat/01 He Wasn't Man Enough.mp3	0.0	
Dancing in the Moonlight	Toploader	Pop	/Volumes/Seagate/Music/Toploader/Onka's Big Moka/02 Dancing in the Moonlight.mp3	0.0	
The Color Violet	Tory Lanez	Hip Hop/Rap	/Volumes/Seagate/Music/Tory Lanez/Alone at Prom/04 The Color Violet.mp3	0.0	
In For It	Tory Lanez	Hip Hop/Rap	/Volumes/Seagate/Music/Tory Lanez/Cruel Intentions/02 In For It.mp3	0.0	
Say It	Tory Lanez	Hip Hop/Rap	/Volumes/Seagate/Music/Tory Lanez/I Told You/25 Say It.mp3	0.0	
Broke In A Minute	Tory Lanez	Hip Hop/Rap	/Volumes/Seagate/Music/Tory Lanez/The New Toronto 3/07 Broke In A Minute.mp3	0.0	
Hold the Line	Toto	Rock	/Volumes/Seagate/Music/Toto/Toto/09 Hold the Line.mp3	0.0	
Fast Car	Tracy Chapman	Alternative	/Volumes/Seagate/Music/Tracy Chapman/Tracy Chapman/02 Fast Car.mp3	0.0	
Drive By	Train	Pop	/Volumes/Seagate/Music/Train/California 37/02 Drive By.mp3	0.0	
50 Ways to Say Goodbye	Train	Pop	/Volumes/Seagate/Music/Train/California 37/05 50 Ways to Say Goodbye.mp3	0.0	
Hey, Soul Sister	Train	Pop	/Volumes/Seagate/Music/Train/Save Me, San Francisco/02 Hey, Soul Sister.mp3	0.0	
SICKO MODE (feat. Drake)	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/03 SICKO MODE (feat. Drake).mp3	0.0	
R.I.P. SCREW (feat. Swae Lee)	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/04 R.I.P. SCREW (feat. Swae Lee).mp3	0.0	
NO BYSTANDERS (feat. Juice WRLD, Sheck Wes)	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/06 NO BYSTANDERS (feat. Juice WRLD, Sheck Wes).mp3	0.0	
SKELETONS (feat. Tame Impala, The Weeknd, Pharrell Williams)	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/07 SKELETONS (feat. Tame Impala, The Weeknd, Pharrell Williams).mp3	0.0	
5% TINT	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/09 5% TINT.mp3	0.0	
NC-17	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/10 NC-17.mp3	0.0	
ASTROTHUNDER	Travis Scott	Hip Hop/Rap	/Volumes/Seagate/Music/Travis Scott/Astroworld/11 ASTROTHUNDER.mp3	0.0	
